2.000000476837158203e-01,1.724935828024079187e+00
2.999999523162841797e-01,1.638331269238735732e+00
3.999999761581420898e-01,1.471917855687882692e+00
5.000000000000000000e-01,1.282408581276191617e+00
6.000000238418579102e-01,1.325920763354874410e+00
7.000000476837158203e-01,1.369111260811098241e+00
7.999999523162841797e-01,1.521231947343711255e+00
8.999999761581420898e-01,1.461709584466051481e+00
1.000000000000000000e+00,1.576910494863364320e+00
1.100000023841857910e+00,1.494343318011288613e+00
1.200000047683715820e+00,1.326836269585488282e+00
1.299999952316284180e+00,1.174513484851215095e+00
1.399999976158142090e+00,1.244010154364236342e+00
1.500000000000000000e+00,1.089724101629010677e+00
1.600000023841857910e+00,8.844295968255084794e-01
1.700000047683715820e+00,8.238593612288114265e-01
1.799999952316284180e+00,8.515427259309877872e-01
1.899999976158142090e+00,9.122871613166136928e-01
2.000000000000000000e+00,7.696049120758304829e-01
2.100000023841857910e+00,8.425952868916752880e-01
2.200000047683715820e+00,8.462313816626573226e-01
2.299999952316284180e+00,1.048078271465582523e+00
2.399999976158142090e+00,9.822165915645193479e-01
2.500000000000000000e+00,8.804603741551875196e-01
2.600000023841857910e+00,9.188060499916940183e-01
2.700000047683715820e+00,9.472165876379492477e-01
2.799999952316284180e+00,9.462701713773047363e-01
2.899999976158142090e+00,9.063422248501175060e-01
3.000000000000000000e+00,7.180190294014590080e-01
3.100000023841857910e+00,7.814853060827898767e-01
3.200000047683715820e+00,8.934410758485120674e-01
3.299999952316284180e+00,6.821445155492902312e-01
3.399999976158142090e+00,6.258534010244330981e-01
3.500000000000000000e+00,6.596383780326515733e-01
3.600000023841857910e+00,6.889011006826397665e-01
3.700000047683715820e+00,6.210629144475989794e-01
3.799999952316284180e+00,6.290139457433858716e-01
3.899999976158142090e+00,7.139006929495309572e-01
4.000000000000000000e+00,7.404426854561706461e-01
4.100000023841857910e+00,7.943935005715077047e-01
4.200000047683715820e+00,8.698692179974047978e-01
4.299999952316284180e+00,8.088257015942499351e-01
4.399999976158142090e+00,7.306577616481005899e-01
4.500000000000000000e+00,8.484532781236796550e-01
4.600000023841857910e+00,8.363024751097708487e-01
4.700000047683715820e+00,6.998584853392069149e-01
4.799999952316284180e+00,7.558064095317545972e-01
4.899999976158142090e+00,7.142923068695878897e-01
5.000000000000000000e+00,8.133986823400372046e-01
5.100000023841857910e+00,8.356203191968987198e-01
5.200000047683715820e+00,7.103079086953180132e-01
5.299999952316284180e+00,7.858675849154128645e-01
5.399999976158142090e+00,7.276571020641202647e-01
5.500000000000000000e+00,8.568569668308967380e-01
5.600000023841857910e+00,9.065394594845632703e-01
5.700000047683715820e+00,7.403573997975327892e-01
5.799999952316284180e+00,7.951401432326914431e-01
5.899999976158142090e+00,7.721915331023940787e-01
6.000000000000000000e+00,6.645915517922715843e-01
6.100000023841857910e+00,5.632655178696318599e-01
6.200000047683715820e+00,5.760896611947633472e-01
6.299999952316284180e+00,7.252359484293225966e-01
6.399999976158142090e+00,7.357638958597543244e-01
6.500000000000000000e+00,6.575398428765333314e-01
6.600000023841857910e+00,8.195749507881604501e-01
6.700000047683715820e+00,6.377936878301362356e-01
6.799999952316284180e+00,6.759648818508038337e-01
6.899999976158142090e+00,7.267036650651473861e-01
7.000000000000000000e+00,7.124946689709427128e-01
7.100000023841857910e+00,4.196300884352945904e-01
7.200000047683715820e+00,4.123790442088804409e-01
7.299999952316284180e+00,4.132760354008668258e-01
7.399999976158142090e+00,4.112377763338435632e-01
7.500000000000000000e+00,4.184320847826376033e-01
7.600000023841857910e+00,4.150030467788430322e-01
7.700000047683715820e+00,4.100953758423178108e-01
7.799999952316284180e+00,4.151872159683083763e-01
7.899999976158142090e+00,4.126948171225129913e-01
8.000000000000000000e+00,4.181431503922719561e-01
8.100000023841857910e+00,4.134750762090594889e-01
8.200000047683715820e+00,4.138877766106756062e-01
8.299999952316284180e+00,4.190242750806374983e-01
8.399999976158142090e+00,4.230961444295557872e-01
8.500000000000000000e+00,4.224896038901184703e-01
8.600000023841857910e+00,4.174935776107098206e-01
8.700000047683715820e+00,4.185918001422389567e-01
8.799999952316284180e+00,4.216694878565827587e-01
8.899999976158142090e+00,4.159812916328728960e-01
9.000000000000000000e+00,4.180136985830705254e-01
9.100000023841857910e+00,4.139609702502759503e-01
9.200000047683715820e+00,4.182882238756320814e-01
9.299999952316284180e+00,4.160331653546957553e-01
9.399999976158142090e+00,4.229240975704144367e-01
9.500000000000000000e+00,4.268937823851938207e-01
9.600000023841857910e+00,4.219371650489276426e-01
9.700000047683715820e+00,4.232040734767545387e-01
9.799999952316284180e+00,4.090922317585378720e-01
9.899999976158142090e+00,4.175212444413004542e-01
1.000000000000000000e+01,4.158324259471609108e-01
1.010000002384185791e+01,4.201669434681606363e-01
1.020000004768371582e+01,4.109580967296906362e-01
1.029999995231628418e+01,4.198578090185071665e-01
1.039999997615814209e+01,4.182769965846833138e-01
1.050000000000000000e+01,4.123376769995215629e-01
1.060000002384185791e+01,4.252395694476501231e-01
1.070000004768371582e+01,4.236624605661705734e-01
1.079999995231628418e+01,4.120447674205756083e-01
1.089999997615814209e+01,4.185774356127222595e-01
1.100000000000000000e+01,4.226073975161988017e-01
1.110000002384185791e+01,4.130409285174913570e-01
1.120000004768371582e+01,4.161768428156577548e-01
1.129999995231628418e+01,4.130504257358268427e-01
1.139999997615814209e+01,4.101750931422938340e-01
1.150000000000000000e+01,4.188967659460919868e-01
1.160000002384185791e+01,4.112700477305522573e-01
1.170000004768371582e+01,4.131745143035401857e-01
1.179999995231628418e+01,4.113520038712611404e-01
1.189999997615814209e+01,4.140898676155531088e-01
1.200000000000000000e+01,4.115815026661868159e-01
1.210000002384185791e+01,4.135127861787599723e-01
1.220000004768371582e+01,4.170942874478579809e-01
1.229999995231628418e+01,4.116750259616779317e-01
1.239999997615814209e+01,4.131526828588043543e-01
1.250000000000000000e+01,4.159343196299166157e-01
1.260000002384185791e+01,4.165155703809380050e-01
1.270000004768371582e+01,4.104321326302897699e-01
1.279999995231628418e+01,4.143788162073615000e-01
1.289999997615814209e+01,4.089524569394603626e-01
1.300000000000000000e+01,4.143822034772475793e-01
1.310000002384185791e+01,4.141670391407172303e-01
1.320000004768371582e+01,4.158783177048075430e-01
1.329999995231628418e+01,4.202942869354959199e-01
1.339999997615814209e+01,4.151609595812402742e-01
1.350000000000000000e+01,4.169991207168716740e-01
1.360000002384185791e+01,4.163201597075357197e-01
1.370000004768371582e+01,4.237080858472100364e-01
1.379999995231628418e+01,4.241193275050350597e-01
1.389999997615814209e+01,4.194776895261498884e-01
1.400000000000000000e+01,4.222465573458359933e-01
1.410000002384185791e+01,4.246615846120909143e-01
1.420000004768371582e+01,4.212755450472424612e-01
1.429999995231628418e+01,4.163413220456870789e-01
1.439999997615814209e+01,4.108341105129090787e-01
1.450000000000000000e+01,4.116949920546887909e-01
1.460000002384185791e+01,4.196863232102398533e-01
1.470000004768371582e+01,4.163280811441982809e-01
1.479999995231628418e+01,4.160953950712332206e-01
1.489999997615814209e+01,4.159233589083878302e-01
1.500000000000000000e+01,4.204983731048450024e-01
1.510000002384185791e+01,4.103899311717167930e-01
1.520000004768371582e+01,4.169936878137670000e-01
1.529999995231628418e+01,4.151507443085737936e-01
1.539999997615814209e+01,4.167088625170726757e-01
1.550000000000000000e+01,4.127996764876672997e-01
1.560000002384185791e+01,4.084187502984936713e-01
1.570000004768371582e+01,4.114795006258408216e-01
1.579999995231628418e+01,4.127812626521858430e-01
1.589999997615814209e+01,4.152910641273962478e-01
1.600000000000000000e+01,4.061324501581277113e-01
1.610000002384185791e+01,4.132251637635443453e-01
1.620000004768371582e+01,4.123654771089483306e-01
1.629999995231628418e+01,4.213681961322389147e-01
1.639999997615814209e+01,4.225030338882937442e-01
1.650000000000000000e+01,4.138153784375537825e-01
1.660000002384185791e+01,4.152983598194829873e-01
1.670000004768371582e+01,4.155847909969636600e-01
1.679999995231628418e+01,4.126846011650679436e-01
1.689999997615814209e+01,4.149258131531291527e-01
1.700000000000000000e+01,4.136077815336866026e-01
1.710000002384185791e+01,5.128830917858483440e-01
